제목,내용,평점,좋아요 수
애드 아스트라,가정으로 돌아가기가 이렇게 힘들고 자아를 찾는 것이 해왕성을 찾는것 보다 힘들다니,3.0,18
82년생 김지영,공유같은 얼굴은 못되도 대현같은 남편으로 살고싶다,2.5,10
원스 어폰 어 타임... 인 할리우드,미국판 응답하라 1969..티라노의 절묘한 연출과 디카프리오와 브래드피트의 연기 호흡 그리고 마지막 앤딩 역시 티라노가 그냥 곱게 끝내지는 않는구나 ..,3.0,13
레디 오어 낫,명절날 시댁식구들과 온 가족이 모여 보면 정말 볼만하겠다,1.0,16
제미니 맨,시간이 갈수록 영화가 재미 없는 것에 놀라고 감독이 이안이라서 더 놀란다.,1.5,14
두번할까요,감독은 두번다시  영화찍지 마라,1.0,8
가장 보통의 연애,공효진과 김래원의 완벽한 조합...공효진에 매력에 취하다,3.5,15
조커,호아킨이 아니면 못 보았을 조카의 숨겨졌던 내면세계를 보다,4.0,11
그녀가 죽은 밤,짧은 러닝타임을 가지고도 이렇게 지루할 수 있다니 감독의 능력에 놀라울 뿐,1.0,12
더 룸,인간의 탐욕이 빚어낸  멈출 수 없는 미련,2.5,10
마우트하우센의 사진사,파도 파도 끝없이 나오는 나치만행들...나치는 깜도 안되는 일본의 잔악함이 더 많이 알려지기를...,2.5,11
그것: 두 번째 이야기,제임스멕어보이와 제시카 차스테인이 왜 이영화에 나와야만 했는지 그것이 알고싶다,1.5,8
봉오동 전투,전투씬에 공을 들이는 것 보다 좀 더 진지했더라면...,2.5,12
변신,콘스탄틴이 되고 싶었던것 같은데 왜 자꾸 되지도 않는 이런 오컬트영화를 찍어대는지...,2.0,10
분노의 질주: 홉스&쇼,정신이 하나도 없는 액션보다 말장난이 더 화려하다,2.5,11
안나,니키타와 레옹에 이어 안나로 뤽베송의 옛 명성을 되찾고 싶었겠으나  심폐소생하는데 그침,3.5,14
엑시트,재난영화라기 보다는 그냥 명랑 코미디영화,2.5,9
미녀와 야수,창작물로 만들었다면 만점인데...,3.5,10
미녀와 야수,디즈니 최고의 작품 최고의 여주 벨,3.5,10
엑스맨: 다크 피닉스,제니퍼로렌스가 죽는 연기 할  때 이제 엑스맨을 떠난다 생각하니 얼마나 기뻤을까?,2.0,14
사자,안성기의 알아듣지 못할 옹알이와 이 영화의  근본없는 감독의 연출이 제일 공포스럽다,1.0,17
김군,김군의 눈빛이 어때서?,3.0,14
나랏말싸미,전미선 배우의  마지막 유작이라는 것 외에  의미가 없는 영화,2.0,14
나이트 테러,오프닝 시작하고 딱 5분 거기까지만...,1.5,8
알라딘,윌스미스가 파란 물감을 뒤집어 쓰고 지니역을 열심히 했지만 알라딘 원숭이 아부에게 밀렸다..,3.0,11
인트루더,남편 말 참 안믿고 안듣고 의심많은 고집불통 아내의 사서 고생하기,1.5,18
나는 악마를 사랑했다,'소수의 사람만이 현실을 상상할 줄 안다'라고 괴테가 말했듯이 현실과 상관없이 상상하는 대단한 능력을 가진 테드와 리즈의 엄청난 상상배틀,3.5,17
맨 인 블랙: 인터내셔널,개그는 있으나 근본은 잃어버린 인정할 수 없는 짝퉁,1.5,15
비스트,어디서 많이 본 듯한 장면들과 연기들을 한 데 섞어 만든 실패할 요소를 두루 다 갖춘 감독의 헛방,2.0,13
스파이더맨: 파 프롬 홈,히어로물에 하이틴 로멘스라니...,2.0,14
애프터 워,전쟁은 모든 이성의 끈을 놓게하고 모든 것을 빼앗아 간다...제이슨클락은 군인도 아니고 사람도 아니다..,3.0,10
롱 리브 더 킹: 목포 영웅,믿을 수 없는 강윤성감독의 롤러코스트...범죄의 도시 만든 감독이 맞나 싶다..혼자 망하지 김래원까지 함께 보내버리네...,0.5,15
로스트 인 마운틴,설산에서 아버지가 아들에게 준 마지막 선물은 믿어주고 지켜봐 주는 것이었다..중년 아버지들에게 권한다,3.0,12
28주 후,좀비보다 더 무서운 아내의 복수,2.5,9
28일 후,좀비보다 더 무섭고 잔인하것이 사람이라는 이야기,3.0,13
글로리아 벨,인생의 행복을 지키기도 다시 찾기도 참 어렵다,3.0,18
존 윅 3: 파라벨룸,지금까지 한건 뭐고 4편부터 전쟁이 시작된다고?,3.0,17
존 윅,남들의 눈에는 별 것 아닌 개로 보일지라도 누군가에게는 특별하고 의미있는 선물일 수 있다는 사실을 개들의 눈에는 보이지 않았던 차이가 이런 결과를..,3.0,22
배심원들,"""목격자가 제대로 봤는지 못밨는지 재판부가 다 판단을 합니다. 재판부가. 그게 사법 시스템이고 여기 있는 판사, 검사, 변호사 전부 다 엘리트예요. 그 사람들이 계획 살인이라잖아. 그냥 모르겠으면 그 사람들 생각대로 따라가면 되는 거예요.""",3.0,15
어린 의뢰인,악마와 함께 사는 집...그야말로 호러 공포 고어물보다 더 무서운 집이 아닌가? 실제 있었던 칠곡계모 아동학대살인사건의 피해자인 어린자매를 생각하면 기가 막힌다.,2.5,11
미성년,아이들은 생각이 어른같은데 어른들은 하는 짓이 미성년이네...한국영화 또 하나의  리얼액션에 박수를,3.5,23
앙: 단팥 인생 이야기,"도라야끼의 맛은 달지만 인생은 결코 달지만은 않음에도 ""우리는 이 세상을 보기 위해서 세상을 듣기 위해서 태어났어. 그러므로 특별한 무언가가 되지 못해도 우리 각자는  살아갈 의미가 있는 존재야.""",3.5,16
폭풍의 시간,오리올 파울로 감독은 인비저블 게스트 이후 이제 한 장르가 되다,3.0,8
요로나의 저주,우정출연한 애나벨 때문에  그나마 별점 1점 줍니다,1.0,11
더 캡틴,자리가 사람을 만들고 옷이 날개라지만 결국 맞지 않는 옷을 입으면 헤롤트꼴 난다는 사실,3.0,10
사일런스,괴물보다 사이비종교가 더 무섭다,1.5,13
콜드 체이싱,테이큰을 능가하는 액션물이 되고 싶어 리암니슨을 주연으로 썼으나 드라마도 아니고 갈수록 코미디로 끝나고 만 정체불명의 영화가 되고 말았다,2.0,8
샤잠!,DC가 드디어 살 길을 찾은 것 같아서 반갑다 초딩공략,2.0,19
퍼펙트 타겟,외인부대의 사격술에 놀라고 여선생님의  용기에 놀라고 프랑스정부에 놀라 자빠졌다,2.0,17
나의 마더,역시 아빠보다 엄마가 강하고 로봇엄마는 더 강하고 무섭다,3.0,21
악인전,더 이상 조폭을 미화하지 말라 그리고 경찰은 영화에서도 부조리하고 무능하구나..,2.5,22
더 바이 바이 맨,오프닝 5분말고는 모두 식상하고 설마 속편까지 만들려는것은 아니겠지?,2.0,9
애인이 사이코패스일 때 나에게 생기는 일,죽어도 보면 안되는영화,0.5,7
알리타: 배틀 엔젤,우리가 있어야 할 곳은 서로의 곁이야...내 심장도 너에게 줄 수 있어,3.0,18
더 보이,12살 보이가 더 크기 전에 슈퍼맨이 와서 어케 손 좀 봐 줘야 될 텐데...손 봐 줄만한 상대가 없네...,2.0,17
서스페리아,다코다존슨이 틸다스위튼에게 절대 기죽지 않고 어깨를 나란히 하다,2.5,17
노무현과 바보들,"“여러분들을 만나면 할말이 없고, 자꾸만 바보가 되는 느낌이에요.”",3.5,14
기생충,"끝내 지울 수 없는  냄새,  벗어날 수 없는  반지하,  넘을 수 없던 보이지 않는 선",3.5,34
교회오빠,이전에는 귀로만 들었으나 이제는 눈으로 보게 만들어 주는 이관희집사님의 신앙고백,3.5,15
호텔 뭄바이,이 땅의 테러를 일삼는 이슬람은 사라져야한다,2.5,16
캡틴 마블,사무엘젝슨과 야옹이가 출연하지 않고 여주만 나왔으면 어쩔뻔 했냐?,2.0,22
크게 될 놈,세상에서 크게 되고 싶었지만 어머니 사랑앞에서는 한 없이 작아지는 아들의 눈물,2.0,11
어스,공포영화의 탈을 쓴 사회고발성 시사영화..조던필감독의 특유의 유머가 공포보다 더 빛났다.,2.5,14
비질란테,올리비아 와일드의 펀치로 감독 쫌 패 주었으면...,1.0,8
생일,"사랑해요
나의 애인, 나의 사랑
박순남,
슬픈
보고픈
그리운 그리운 그리운 나의 어머니",3.5,19
호텔 타지마할,죽음 앞에선 호텔 보이의 활약하는 모습이 실화였는지 진짜 궁금하다,2.0,9
공포의 묘지,속편보다 덜 안타깝고 속편보다 더 지루하다...,2.5,8
어 워: 라스트 미션,군인은 그냥 죽어도 되고 민간인은 죽으면 안되는 현대 전쟁의 딜레마,3.0,10
공포의 묘지,아빠는 딸을 보낼 준비가 아직 안되었고 딸은 살아 돌아 올 준비가 되지 않았다...무서운 영화보다 슬픈 영화에 가깝다...,3.0,13
드라이브 앵그리 3D,니콜라스 케이지가 도대체 언제부터 망하게 된건지 한참을 거슬러 올라가야 할 듯,2.0,13
악질경찰,누가 누가 더 악질인지 끝까지 가기에는 갑자기 나타난 세월호가 너무나도 쌩뚱맞다.,3.0,21
어벤져스: 엔드게임,어벤져스의 진정한 캡틴은 아이언맨이었음을 확인시켜 주고 로버트타우니주니어를 떠나 보내며 감독과 배우 모두 윈앤윈..그런데 캡틴이 떠나는 건 아이언맨에 완전 뭍혀버리었어..,3.5,22
로망,남여로 만나 사랑해서 결혼하고 부부가 되어 한평생을 살아가면서 처음 로망을 잊고 고마움 없이 산다면  그것이 바로 치매,3.0,14
해피 데스데이 2 유,영화 제목도 센스있고 영화 전편과도 스토리를 잘 연결하였지만 넘 지루하다는 게 흠,2.0,16
아틱,매즈 미켈슨이 다리가 바위틈에 끼어 발버둥치다 누워 먼 하늘을 바라보며 짖게 되는 눈빛과 표정이 대사가 없는 이영화의 대사를 대신했다.,2.5,8
우상,한석규 와이프역 연변배우인줄 알았음...감독이 무슨 의도로 만들었는줄은 알겠는데...배우들이 재능낭비한 꼴이 되어버렸다.,2.0,3
용순,성장기 드라마인건 알겠는데 개연성이 떨어지고 감독부터 많이 성장해야 겠다,2.0,2
글래스,처음부터 끝까지 제임스맥어보이만 보이는 영화,3.0,23
하이웨이맨,액션없이  오직 연기로 승부한 현재 64세의 케빈과 58세의 우디. ..택사스레인져스가 부활했듯이 두 배우도 다시 최고의 히트작이 나오기를...,2.5,16
더 와이프,지고지순한 아내의 내조로 끝까지 남편은 명예롭게 죽을 수 있었다...두 노배우의 명연기에 경의를...,3.5,12
아이 엠 마더,리암니슨보다 잔인하고 테이큰보다 많은 악당들이 죽어나가지만 통쾌한 맛이 없다,2.0,18
항거:유관순 이야기,"죽기전 유언으로 "" 내 손톱이 빠져나가고, 내 귀와 코가 잘리고, 내 손과 다리가 부러져도 그 고통은 이길 수 있사오나, 나라를 잃어버린 그 고통만은 견딜 수가 없습니다. 나라에 바칠 목숨이 오직 하나 밖에 없는 것만이 이 소녀의 유일한 슬픔입니다.""",2.5,16
사바하,곡성을 닮고 싶었으나  감독의 욕심과 집착만 난무할 뿐...,2.0,22
인생,감독은 우리에게 인생은 도박이고 전쟁과 같으며 무대 위의 배우같음을 보여주었다. 인생의 희로애락이 순식간에 지나가는 세월의 무상함이여...,3.5,27
T-34,감독이 리얼감을 살리기 위해 사용한 화려한 CG가 오히려 독이 되었고 탱크 전투 씬은 마치 게임을 보는듯 함에 그치는 악수가 되고 맘,2.0,18
신 희극지왕,주성치가  휴먼을 쫓다 길을 잃어버린 꼴,1.5,11
라스트 미션,구순 넘은 세기의 노배우가 주름으로 모든 걸 보여 주었다. 지금도 늦지 않았으니 인생을 낭비하지 말고 가족의 품으로 돌아가라는 진심어린 충고의 말씀,4.0,27
증인,당신은 좋은 사람입니까? 아니면  당신은 좋은 사람입니다 입니까?,3.0,14
퍼스트 리폼드,퍼스트 리폼드 교회가  250년 세월을 살아 오면서  병들어 가는 교회와 톨러목사가 치유될 수 있었던 길은 결국 사랑이었다.,3.0,21
위트니스,해리슨 포드의 젊었던 모습을 보는 것 만으로도 충분한 영화,2.5,13
포제션 오브 한나 그레이스,악령 들린 한나와 약물중독에 걸린 메간의 한판승부...모두의 예상을 깨고 약물중독이 악령보다 더 무섭다는 교훈을 남긴 대단한 영화,2.0,22
삼국-무영자,세계적인 거장 장예모가 무협과 예술의 경계선에서 모호함을 택하다,2.5,14
더 다크: 그날 이후 난 사람을 먹는다,어두웠던 과거를 지나 빛이 있는 곳으로 가고 싶어했던 미나를 괴물이라고 단정 할 수 있을까?,2.0,14
살인마 잭의 집,라스 폰 트리에는 만드는 영화마다 관객들을 불편하게 만드는 재주가 있다...잭처럼 참 말 많은 살인마는 지금까지 본적이 없다...충분히 지옥으로 떨어질만 했다...,0.5,29
배틀타임트랩: 초시공간여행,"정말  시나리오, 연기 뭐 하나 빠지지 않는 3류 저예산 영화의 진수를 보게 되었다",1.5,20
뺑반,관객들 뺨 후려 갈기고 냅다 뺑소니 친 감독...또 영화 만들기만 해봐라..,1.5,25
기묘한 가족,근본 없는 좀비보다 양배추하고  후라이팬만 기억에 남는 영화,1.5,18
더 페이버릿: 여왕의 여자,"욕망의 끝과 권력의 끝에서 위험한 줄타기하는 3여인들의 한을 연기한 올리버콜먼, 레이첼와이즈, 엠마스톤의 연기가 배경과 의상만큼이나 눈부시다",4.5,28
가버나움,"""나도 커서 훌륭한 사람이 되고 싶었어요  사랑받고 싶었어요""
""사는 게 개똥 같아요. 내 신발보다 더러워요.  사는 게  X같아요.""
""사하르가 감자야 토마토야 꽃을 피우게?""
""케찹에도 이름이 있고 제조년월일, 유통기간이 있어""
""부모님이 아이를 더 이상 낳지 못 하게 해주세요""
""엄마 말이 칼처럼 심장을 찌르네요""
칸느영화제는 도대체 황금종려상을 진심 왜 안준거야?",4.5,52
하이에나 로드,시계를 가진자들과 시간을 가진자들간의 끝없는 버티기 싸움,2.0,14
엽문 외전,"장 진, 양자경, 토니 자, 바티스타 원화평감독까지 다 동원했으나 견자단의 빈자리를 채울 수 없는 현실",2.0,18
그린 북,돈셜리 박사의 품위 그리고 그의 용기와 입가의 따듯한 미소를 단 한번만이라도 갖고 싶다,4.0,26
조,인조인간 Zoe가 흘렸던 눈물이 인생을 살아가는데 있어서 그렇게 소중하고 고마운 선물인 것을 잊은채 사람들은 점점 눈물을 잃어버리고 산다,2.5,31
스파이더맨: 뉴 유니버스,재미와 영상미 그리고 아카데미를 거미줄로 단번에 잡아낸 스파이더맨의 위력,4.0,31
레플리카,저렴한 배우들의 연기력(특히 아내역 배우)과 로보트 CG의 저급함 그리고 식상한 연출까지  총체적 아쉬움 뿐,2.5,22
로마,전작 그래비티에 못지 않은 인간의 존엄성과 위대함을 광활한 우주와 거친 파도속에서 증명해 낸 알폰소 쿠아론,3.5,25
어느 가족,"나라와 시스템의 보호 밖으로 밀려난 사람들이 모여 만든 가족을 부정할 수 있을까? 
고레에다 히로카즈 감독이 이 시대에 던지는 가족이란 화두의 결정판",3.5,33
경계선,누군가에게 혐오스럽거나 아름답거나...,2.0,20
보이 이레이즈드,연기파 배우 조엘 에저튼 감독이 만든 화려한 배우들의 잔잔한 호연과 무거운 주제,2.5,30
말모이,외국에 나가 살아 보면 정말이지 한글의 위대함과 우수성을 절실하게 실감할 수 밖에 없다,3.0,29
클로브히치 킬러,아버지에게 빈총을 맞고 착했던 아들이 단호한 결단을 내리다,2.5,21
범블비,SF영화보다는 가족영화 성장영화로  분류해야 하지 않을까?,2.0,14
아쿠아맨,엠버허드로 인어공주를 만들었으면 대박 났을것 같다는...,2.0,20
건 시티 바르셀로나,"아나키스트, 노동자 파업, 군부와 지방 귀족사이의 뒷거래등 혼란의 시기
바르셀로나 1920년...역사는 수레바퀴라고 했던 이유를 알겠다...",2.5,12
오버로드,B급 감성도 갑자기 나타난 좀비도 모두 어정쩡하기만 하다..,2.0,17
PMC: 더 벙커,기대했던 긴장감보다는하정우 이선균의 만남처럼 끝까지 어색하기만하다.,1.5,21
메리 셸리: 프랑켄슈타인의 탄생,19세기 여성작가로써 메리 셸리와 21세기를 살고 있는 사우디아라비아 최초 여성 감독인 하이파 알 만수르 감독이 프랑켄슈타인을 선택한데에는 그만한 그들만이 겪은 상실과 분노라는 분명한 공통분모가 있다.,2.5,35
도그맨,도그와 같이 순종적인 마르첼로와 도그만도 못한 시모네 그리고 도그와 다를바 없는 친구들중에서 과연 진짜 도그는?,3.0,14
폴라,억지스런 장면을 빼면 나름 액션도 미장센도 합격점 하지만 뭔가 많이 허전하다...,2.0,19
쿠르스크,2008년도 있었던 그리 멀지 않은 가까웠던 시대의 실화였다는데 사실에 놀라고 우리 천안함사고와 세월호와 다를 바 없어 또 한번 놀랐다...산소 없이 흘러가는 것을 표현하기 위해 3분간의 롱테이크로 촬영한 배우들의 연기에 경의를...,3.0,24
액트 오브 밸러: 최정예 특수부대,리얼리티함을 살리기 위해 재미는 과감히 포기했다,2.0,26
시카리오: 데이 오브 솔다도,감독이 바뀌니 배우도 영화도 흐름도 바뀌는군..,3.0,32
극한직업,예고편이 전부는 아니었지만 그 이상도 아니었다는...,2.5,35
모글리: 정글의 전설,이 영화를 끝으로 더 이상의 모글리 영화는 정중히 사양합니다.,3.0,17
써로게이트,써로게이트는 사람같이 살아가고 진짜 사람은 일평생 방구석에 누워만 있어야 하는게 펙트,3.0,20
생존: 러스트 크릭,감독이 더 이상 생각이 안나니까 서둘러 끝낸  티가 너무 난다,1.5,11
툴리,출산과 육아라는 무시무시한 공포영화,3.5,39
거미줄에 걸린 소녀,거미줄에 걸린 소녀보다 거미줄에 낚인 관객들이 더 불쌍하다,1.5,10
미스터 스마일,품위있고  젠틀하게 퇴장하는  은막의 거장에게 박수를...,2.5,11
후드,감독을 후드러  패고 싶다,1.5,24
클로즈,누미라파스가 임무 끝나고 집에 가는 데 왜 이리 서글프냐...,1.0,15
IO,넷플렉스가 의욕을 가지고 다작으로 가는 가 싶더니 점점 망작이 쏟아지고 있구나,1.0,13
보헤미안 랩소디,관객을 압도하는 카리스마 넘치던 프레디도 무대뒤에서는 한 인간이었음을...,2.0,21
언싱커블,이 영화의 미스터리한 재난과 공격은 바로 감독이다,1.0,8
창궐,부산행이 되고 싶었으나 삼천포행이 된  망작...앞으로 장동건과 현빈은 망작 배우 이미지를  확실히 굳힌 영화,1.5,14
인피니: 에이펙스의 비밀,외계인에게 농락당하고 돌아 온 지구인들의 귀환이 그저 반갑지가 않다,1.0,3
국가부도의 날,국가부도 위기는 끝났으나 힘없고 가난한 서민들의 고통은 아직도 진행중,2.5,12
언니,그녀가 폭발한다고 해서 봤는데 내가 먼저 폭발해버린 영화,0.5,10
마약왕,구슬도 꿰어야 보배라는데...내부자들 만들었던 감독이 맞는지 의심스러울 정도의 연출이 배우들의 연기력을 집어 삼키다,2.0,14
시스터스 브라더스,형제들이 돌고 돌아 힘들고 어렵게 찾은 행복은 결국 엄마품이었다,2.5,4
엘리자베스 하베스트,에비리 연기보다도 못한 세바스찬 구티에레즈 감독의 연출로 무엇을 기대할 수 있을까?,2.0,6
배드 타임즈: 엘 로얄에서 생긴 일,쿠엔틴 타란티노 감독의 헤이트풀8과 황혼에서 새벽까지를 닮고 싶었지만 한 참 미치지 못하는 영화,2.5,8
버드 박스,산드라 블록이 안나왔으면 보지 않았을 영화...은혜를 원수로 갚는 인간들이 괴생명체보다 더 무섭다.,2.5,16
도어락,생각보다 잘 만든것 같으나 보고나면 후한 점수를 주기는 어려운 영화.,2.5,12
오퍼레이션 피날레,나치의 잔혹함과 유대인들의 집요함의 대결에서 최후의 승자는 과연 누구인가?,3.0,7
콜드 스킨,"그루너를 통해 인간은 잔인하고 포악한 괴물같은 존재이기 전에 나약하고 외롭고 고독한 존재임을 알 수 있다...결국 그루너의 마지막 본심이 들어난 외마디 ""나를 떠나지마""",2.0,5
완벽한 타인,들키지 않은 완벽한 비밀을 가진 타인처럼 사는 부부가 얼마나 많은지 ...과연 그들에게도 이 영화가 코미디로만 보여질지...인셉션의 오마주로 반지를 사용한것은 이 영화의 백미,3.0,12
인비저블 게스트,이기적인 인간의 끝없는 돌려막기식 범죄를 마지막 한방으로 끝내다.,3.0,6
헌터 킬러,한 때 300용사였던 제라드버틀러가 핵잠 캡틴으로 컴백하여 불가능한 미션을 성공적으로 완수하다. 블록버스터급 스피디한 전개는 좋았으나 내용의 개연성이 떨어지는 것이 흠,3.0,9
성난황소,마동석과 김성오의 식상한 연기와 역할에 관객들은 성난황소가 된다,2.5,6
맨디,난해하지도 않고 재밌지도 심오하지도 않은 영화를 본 내 눈 돌리 도...,0.5,4
소오강호,이연걸보다 허관걸에 한표...그럼에도 동방불패와 견줄만하다,3.0,6
인 더 더스트,재난영화 시리즈 끝판왕의 주인공이 미세먼지가 될 줄이야...허리우드에서 리메이크하면 훨씬 흥미로울 영화임에 분명,3.0,6
더 프레데터,청소년 관람불가라기에 리얼리티를 기대했으나 액션들이 허접하다 못해 코미디물에 가깝다.,0.5,8
베놈,속편보다는 무삭제 원본과 스파이더맨과의 조우를 기대해 본다.,2.0,8
미쓰백,얼굴만  이뻤던 한지민이 이제는 연기파 배우 반열에 오른다,2.5,6
스타 이즈 본,브래들리 쿠퍼와 레이디 가가의 뛰어난 연기와 노래대결이 감동으로 전해지다,3.5,8
퍼스트맨,꿈 꾸는데는 제한을 받지 않으나 그 꿈을 이루려면 반드시 그 댓가를 지불할 것을 각오해야만 한다.,3.0,5
여곡성,집사람하고 아이들에게 보여 주고 욕먹은 영화,0.5,4
카우보이의 노래,코엔형제가 만들면 웨스턴무비도 코엔화가 된다...팀 블레이크 넬슨의 노래가 총솜씨보다 더 대다나다.,3.5,13
레이크,말도 안되는 스토리에 전혀 스릴없는 억지스런 액션이 수를 놓는다,2.0,3
빠삐용,"리메이크작에는 없고 원작에만 있던 범접할 수 없는 스티브맥퀸, 더스틴호프만, OST의 감동이 영화보는 내내 떠오른건 어쩔 수 없었다.",2.0,7
포레스트: 죽음의 숲,혼자 밤에 불끄고 핸드폰 꼽고 보았는데도 하나도 안놀라고 안무서워하는 내가 더 무섭다.,0.5,1
적인걸2: 신도해왕의 비밀,영화를 보고 난 후에 왜 유덕화가 출연을 안한 줄 알겠더라,2.0,2
적인걸: 측천무후의 비밀,서극과 유덕화가 만나 새로운 무협 수사물의 시작을 알리다.,2.5,2
안시성,조인성은 잘 못 없다 설현은 꼭 나와야 했나? 감독은 작품성보다 흥행에 무게를 둔 탓으로 좌충수를 둔 셈,2.5,4
언세인,"스토커 , 정신병원, 트라우마의 조합을 잘 살린 스티븐소더버그 감독이 아이폰 하나로 저력을 보여주다...멧대이먼은 덤",3.5,6
암수살인,"살인의 추억, 추적자 그리고 다음에 암수살인을 떠올리기에는 이 전작들이 너무 뛰어났다는 사실만 임증한 셈이 되었다.",2.5,3
더 넌,컨저링 어벤져스의 끝없는 귀신들의 릴레이 출현으로 관객들은 피로해 지쳐가는 중,1.0,6
어드리프트: 우리가 함께한 바다,쉐일린우들리의 용감한 연기와 러브스토리에 리얼한 해일과의 사투장면과 실화라고하는 메리트가 있음에도 기존의 표류영화의 굴레의 한계에서 표류하다 만 영화로 끝나 아쉽다.,2.5,3
12피트,아무리 3여자가 울고 불고 죽내 사내해도 영화 초반에 잠깐 등장했던 직소할배 목소리가 더 무섭다.,1.0,6
나를 차버린 스파이,대사번역이 영화를 잘 살렸고 밀라쿠니스는 블랙스완 이후로 대표작이 없어 아쉽다...,2.5,4
고스트 워,퀄리티는 있었으나 에이리언 스토리를 표절한 아류작으로 밖에 안보인다..,2.0,2
적인걸 3: 사대천왕,게임이 생각나는 CG 가 남발하지만 그런대로 시리즈 무협물로 조선명탐정보다 훨 낫다,3.0,2
마일 22,총알보다 빠른 마크월버그의 경망스런 속사포대사에 존말코비치는 부자연스런 가발을 쓰고 로랜코헨은 굳이 가정사를 설정하고 cl은 꼭 나와야만 했을까? 그럼에도 속편이 기대된다.,3.0,2
인크레더블 2,2편 만드는데 14년이나 걸려 만든 영화치고는 1편보다 그리  대단하지는 않았고 애니메이션에서 드라마까지 만들려한 것이 감독의 과욕이랄까...,3.0,6
흔적 없는 삶,아빠를 위해 음식배낭을 나무 위에 걸어 두는 딸의 깊고도 아빠를 이해하는 성숙함..사랑하는 딸의 결정을 존중하는 아빠의 부정...서로의 안위를 걱정해 주고 끝까지 함께 하려는 진짜 가족 이야기,4.0,19
물괴,김명민이라는 배우의 한계를 다시한번 관객들에게 각인시켜주는 꼴이 된 영화...감독은 다시 영화 만들지 마라 해리도 TV에서만 보자..,1.0,4
협상,"인질 테러범이 보조개가 꼭 들어가는 현빈이 했어야만 했나? 보육원, 남매, 복수, 정치인들 비리.. 식상한 소재들에 현빈과 손예진을 얹으면 흥행하리라  믿고 관객들과 무모하게 협상하려 했던 감독이 참으로 진정한 테러리스트.",2.5,3
7월 22일,우리나라 세월호로  희생된 아이들과 부모님들이 떠 오르게 만드는 영화..많이 닮은듯 하나 너무나 많이 다른 그들의 모습,3.5,9
몰리스 게임,끝없는 성공에 목말랐던 몰리의 몰락 이야기..성공이란 열정을 잃지않고 실패를 거듭할 수 있는 능력,3.0,4
서치,리암니슨처럼 뛰어다니지 않아도 딸을 죽음의 문턱에서 구해내고야마는 코리아 아빠 존조의 위엄,3.5,11
더 랍스터,사랑이 통제된다고 믿는 어처구니 없는 세상은 생각만해도 끔찍하기만 하다.,2.5,5
상류사회,주연을 맡은 수애가 신인 조연배우봐도 연기를 못하고 제일 어색하게 하는 이상한 영화..감독은 수애얼굴만 찍을거면 배우를 바꾸지 그랬냐.,1.5,2
메가로돈,명작 죠스되기를 과감히 포기하고 철저히 초등학생 아이들 방학을 겨냥한  메가로돈의 열연이 제이슨 스타뎀을 압도하다,2.0,6
나이트메어 비긴즈,아직도 이런 영화를 만들다니...화가 난다,0.5,1
구름 너머,구름 너머 아무것도 없었다...현실의 냉정함이 과거보다 더 슬프다,3.0,1
배드 사마리안,헐렁한 FBI에 심약한 주인공 말많은 연쇄살인범이 나오는 고구마 스릴러,2.0,5
아직 끝나지 않았다,아직 끝나지 않았다..앙투앙때문에 흘릴 고통과 공포와 눈물이...그 어떤 공포물보다 질식할 뻔 했음..,3.5,3
OK 목장의 결투,커크더글러스와 버트랑카스터 그리고 OST로 2시간을 지배하다,4.0,2
오션스8,미친 캐스팅이 다이아보다 빛났다,2.5,4
백트랙,에로디언 브로디와 샘닐이 아니었다면 흔한 영화로 끝날 것을 그나마 긴장감을 유지하는데 그침,2.5,1
마라,보지마라 절대,0.5,4
목격자,대체  장르가 안드로메다급 삼천포 ..뜬금없이  산사태에 정말  할말을 잃음,1.0,4
맘마미아!2,"아바의 위대함, 메릴스트립의 존재감, 셰어의 포스, 사만다의 노화를 알려준 놀라운 영화",3.0,5
사부: 영춘권 마스터,배우들의 연기와 무술 합과 스토리라인도 좋아서 속편을 기대 해 봄,3.5,2
아이리스,존베일리의 지고지순한 사랑이 아이리스의 지성보다 위대했다.,2.5,1
한나,샬롯 램플링의 얼굴이 연기고 영화 전부인 고독이 쩌는 영화,3.0,2
업그레이드,속편을 기대해 하게 만든 sf 액션영화의 업그레이드..,3.5,9
브레이킹 인,덜 떨어진 악당들하고 싸우느라 엄마가 고생이 많다,1.0,3
인랑,강동원과 한효주 누구 연기가 더 어색한지 배틀한것 같은 영화...정말이지 인랑을 리메이크할 생각을 한 것 자체 부터가 언빌리버블,1.5,3
유전,토니 콜레트의 연기는 단연 아카데미 여주연상을 받고도 남을 명연기였고 딸의 연기도 대단했다...그럼에도 불구하고 욕나올만큼의 공포보다는 욕안먹을 정도의 공포영화 수준에 그친것이 아쉽다.,3.5,4
공작,"이성민 배우의 연기가 대단한 반면 황정민연기는 식상했고 조진웅, 주지훈은 단조로웠다. 김정일역은 체형분장을 얼굴 분장만큼이라도 신경썼더라면...액션이 없다면 긴장감으로 더 승부했어야..",3.0,8
타임루프 : 벗어날 수 없는,한 번 잘못 된 길로 들어가면 벗어나길 힘들다는 교훈을 타임루프를 통해 경고...그런데 형제는 벗어난건지...,2.0,3
변산,개인적으로 이준익감독이 만든 영화였다는 사실이 그저 놀라울 뿐...앤딩씬보다 못한 2시간 3분 러닝타임,2.0,1
