제목,내용,평점,좋아요 수
케이스 39,공포 스릴러에도 잘 통하는 르네 젤위거,3.0,2
테러리스트,최민수의 부담스런 터프함이 독,1.0,3
랜섬,테이큰의 리암 니슨 힘으로 랜섬의 멜깁슨은 머리로 아이를 찾는다,2.5,1
이블 데드,당시 비디오로 빌려 보고 놀랐던 기억이..,3.0,2
엑스맨,어른도 볼 수 있는 고뇌가 있는 히어로물,3.5,2
셔터,태국영화도 통할 때가 있다,2.5,2
데스 센텐스,케빈 베이컨이 아깝다,2.0,6
유감스러운 도시,난 너희들이 참으로 유감스럽다,0.5,2
용서는 없다,나는 너희들을 용서할 수 없다,1.5,1
블레어 윗치,페이크다큐의 시조...또 다른 입체 공포,3.0,1
프랑켄슈타인,로버트 드 니로가 작정하고 연기했구만,3.0,2
파이널 데스티네이션 4,스케일이 점점 커지는 만큼 공포도 함께 커졌으면..,3.0,1
파이널 데스티네이션 5,죽을 놈은 뭘 해도 죽게 되어 있다는...,3.0,1
나이트메어,공포물의 새로운 장을 열다..이젠 꿈도 못 꾸겄다,3.5,2
프레데터스,원작을 따라가기엔 한참 모자르다,2.0,3
주온 - 극장판,이제는 이불속으로 더 이상 숨지도 못하겄다.,1.0,2
링,역시 귀신은 동양귀신이 갑인가 보다,3.0,1
엔젤 하트,식스센스보다 반전의 원조,3.5,7
마마,예고편이 그럴듯했는데,2.0,1
대결,땅이 넓은 미국에서나 가능한 이야기,3.0,1
사탄의 인형 4 - 처키의 신부,처키가 다음에는 아이까지 낳을까 무섭다.,2.0,1
노크: 낯선 자들의 방문,실화라는게 믿기지 않는다,2.5,1
헤이츠,이런 영화에 제니퍼 로렌스는 왜 나온거야?,2.5,4
프라이트 나이트,뱀파이어가 나오는데 공포보다 재미지다,3.0,2
머신건 프리처,실화라 더욱 믿기지 않는 미션스토리,3.0,2
성룡의 미라클,성룡영화다운 가장 대표할 만한 작품,3.5,3
사망유희,지금까지도 대체할 수 없는 이소룡의 명불허전 절권도,3.0,3
나이트 폴,감독이 이안이었어,2.5,1
락아웃: 익스트림미션,가이 피어스는 메멘토 이후 대표작을 찾을 수 없어,2.5,1
킹덤,스릴과 총격씬 그리고 리얼함의 진수,3.5,4
스텔스,스토리보다는 공중전,3.0,2
해밀턴,007과는 또다른 스파이물로 성공작,3.5,1
초콜렛,지자 야닌의 대단한 고난도 무술연기,3.0,2
엔더스 게임,제발 속편이 안나오길..,1.5,2
아바타,무엇이 대단한지 잘 모르겠다,3.0,3
아저씨,액션의 필요한 장치들에 점수를,3.0,2
노인을 위한 나라는 없다,괴물이 나오는 영화..그 중에 최고 갑인 괴물은 하비에르 바르뎀이다,4.0,3
에이 아이,할리 조엘 오스먼트의 연기가 식스센스를 능가한다..데이비드로 인해 진짜 인간이 되어가는 것 같다,5.0,3
써니,남자들의 우정과는 또 다른 진한 우정들,3.0,2
뷰티풀 마인드,천재가 안되봐서 존 내쉬의 고충을 모르겠다,3.0,1
바람,아들과 보기를 잘 했다.,3.5,2
노팅 힐,사랑이 나타나면 용기가 생긴다.,3.5,4
마이너리티 리포트,첨단 미래를 내다보는 안목과 상상능력에 박수를,3.5,2
다이 하드,브루스윌리스의 죽기살기 액션 스타트,3.0,2
라이프 오브 파이,이안감독이 또 한번 대단한 영화를 만들어냈다..앤딩씬은 유주얼써스펙트급,3.0,2
러브레터,흰 눈처럼 정화되고 동요되다.,3.0,9
컨택트,외계인의 존재? 외계인의 언어? 외계인의 침공? 자연스러운 영화 구성과 드니발뇌브 감독에게 빠져들다.,4.0,4
캐스트 어웨이,잘가 윌슨~ 사람이 외로우니까 이렇게까지 되는구나,2.5,4
내부자들,개나 돼지들이 반드시 보고 깨달아야 할 영화,4.0,2
스카페이스,처음부터 끝까지 알파치노의 에너지가 넘치는 영화,3.5,3
베테랑,이제 형사물 만드는데 한국을 대표하는 베테랑 감독이 된 류승완,3.0,3
범죄와의 전쟁 : 나쁜놈들 전성시대,건달들에게 무슨 의리를 찾는가?,4.5,5
노트북,진부한 내용을 연기력으로 승부하여 성공으로 만들다,3.5,2
영웅본색,홍콩 느와르의 시작을 알리다,3.5,4
레이더스,인디아나 존스의 화려한 데뷔,3.5,1
아마데우스,살리에리가 나오는 첫 오프닝부터 눈과 귀를 홀리다...인간적인 살리에리의 고뇌와 모짜르트의 천재성을 비교함으로 공감을 부여,4.0,3
이웃집 토토로,아름다운 동심의 세계가 무엇인지 보여주다,4.0,5
러브 액츄얼리,로맨틱코미디의 완벽한 모든 것을 갖추다,4.0,4
해리포터와 마법사의 돌,길고 긴 시리즈의 서막이 오르다.,2.5,1
세븐,끝까지 어둡고 진중하다,4.0,11
메멘토,모든 문제는 기억과 상실사이에 해답이 있게 마련이다,4.0,2
업,인생을 배우고 그 채워지는 순간들의 소중함을 배우다,4.0,3
줄무늬 파자마를 입은 소년,착한 브루노와 슈무엘아 저 천국에서는 마음껏 서로 웃으며 행복하길 바래,4.0,3
시간을 달리는 소녀,소녀의 감성을 이식받다,4.0,6
올드보이,무슨 내용인줄 모르고 극장에서 봤다가 깜짝 놀랐다,3.0,2
쉰들러 리스트,스티븐 스필버그가 꼭 만들고 싶어했던 영화...이 세상은 분명 선과 악이 존재한다,4.0,4
추격자,리얼한 연기에 이것이 진짜 공포영화,3.5,2
변호인,"보고 싶은 것만 보고, 듣고 싶은 것만 듣고 살고 있는 사람들에게 진실을 변호하다",3.5,3
다크 나이트 라이즈,전설이 끝나는 서운함은 어쩔 수 없다,3.5,6
매트릭스,워쇼스키형제의 탁월한 연출로 SF를 한단계 도약,4.0,4
트루먼 쇼,인생 자체가 쇼다,3.5,3
어바웃 타임,지금 시간에 감사하고 최선을 다하는 후회없는 삶에 대해 고찰,3.0,4
레옹,게리 올드만의 비열한 형사로 그 짧은 스트레칭 연기만으로 레옹을 잠재우다,4.0,4
시네마 천국,그 때 그 시절을 떠오르게 만들어 주는 추억의 영화가 있다면 그것만으로 충분히 행복할 수 있다,3.5,3
자전거 탄 소년,시릴역을 맡은 토마스 도레의 눈빛 연기가 실로 대단하다. 처음 영화가 시작되어서 후반까지 한대 쥐어박고 싶었던 시릴이 마지작 씬에서는 안아주고 싶었다.,4.0,2
플로리다 프로젝트,이런게 인생이지...무지개 넘어엔 황금이 있대...실제 6살 무니역의 연기가 역대 최고 아역연기였고 엄마역인 헬리도 대단했다..모녀로 나온 두배우 모두가 첫 데뷔작이라니 더욱 놀랍고 앞으로 많은 기대가 된다. 6살 무니처럼 이 세상을 살아간다면 모두가 디즈니랜드가 될텐데...,4.0,4
킬링 디어,그리스신화와 성경을 마구 섞어 만든 인간의 죄성과 인간의 무지를 고발,3.0,5
엘리자의 내일,"늘 아빠가 하던 말 ""이 나라에서 뭘 기대하겠어?'' 자식에게 되물림 하지 않고 더  좋은 환경에서 살게 하려는 부모의 마음은 루마니아도 마찬가지인가 보다. 그러나 자식에게는 엄한 잣대가 적용되다가도 부모 자신들에게는 어느샌가 타협으로 바뀌는 현실이 낯설지가 않다. 세상에 뒤쳐지면 안된다는 현대인들의 강박관념이 만들어 낸 괴물같은 부모를 자아낸 것은 아닌지 씁쓸하기 그지없다. 살면서 더욱 깨닫게 되는 것은 내 맘대로 되는 것은 아무것도 없다는 것을 하나씩 배워가는 게 인생이라는 거..고생만 하고 고맙다는 말 한 마디 듣지 못하는 아빠가 참 불쌍하기만 하다.",3.0,2
김종욱 찾기,임수정의 매력이 제대로..인연은 붙잡는 자의 것,3.0,2
글래디에이터,감히 벤허와 견줄만한 영화가 나타났다.,4.0,2
극비수사,극비수사가 아닌 영매수사,2.0,2
그린 마일,죄는 미워하되 사람은 미워하지 말라고 했지만...피해 본 가족들의 입장에서는 과연 그 말이 설득력이 있을까? 사형을 앞둔 모든 죄수들은 순한 어린이와 같이 된다고 하지만 지은 죄과가 너무 크기에 찬반이 있는 것 같다. 많은 것을 생각하게 만드는 영화,2.5,2
그렇게 아버지가 된다,아버지라는 이름으로 가족의 중심을 잡기 위한 노력,3.5,2
그랑블루 리마스터링 감독판,뤽베송과 장르노를 처음 만나다.,3.5,1
그때 그사람들,그때 그 사람들은 지금 어디에서 살고 있을까?,3.5,1
그대를 사랑합니다,원작이 만화와 노배우들이 이렇게 잘 맞을 줄이야,3.5,2
그녀,스칼렛 요한슨의 목소리 연기만으로 호아킨 피닉스의 연기와 대등할 수 있다니...외로움을 달래려 그녀를 만났지만 오히려 그녀로 인해 외로움에 상실감마저 얻게 된 나약함에 치를 떨다.,4.0,4
귀향,우리의 아픈 과거 슬픈 역사,2.0,2
굿바이 싱글,김혜수에게 잘 어울리는 옷을 입다,2.5,3
군함도,역사물도 액선물도 아닌 버라이어티물로 전락,2.0,3
국제시장,보여주기식 영화를 보는 귀찮음,2.5,4
괴물,후반부 괴물이 불타는 CG가 아쉬웠지만 대단한 족적을 남기다,3.5,3
"광해, 왕이 된 남자",사극이 새롭고 재밌는 경우,4.0,5
광식이 동생 광태,상반된 두 형제의 연애 실패담,2.5,1
과속스캔들,차태현의 끈질긴 생명력이 영화를 살리다,2.0,1
관상,잘 만들 수 있었을텐데..잔뜩 힘을 주다 헛발차기가 된 경우,2.5,2
공범,설마했더니 진짜 범인이...생각대로 되고 마는 신기함,2.0,1
공동경비구역 JSA,한국인만이 느낄 수 있는 아픔과 공감,4.0,4
공공의 적,똥이 마려운 설경구 공공의 적이 되다,3.0,1
고지전,이재훈의 연기가 선배를 압도하는 경우,2.0,3
"결혼은, 미친짓이다","사랑에 미쳐 결혼하지만 결혼하고 나서는
제정신으로 돌아온다는 게 함정",3.0,2
겨울왕국,OST가 영화를 추월한 경우,3.0,2
검은 사제들,장르의 다양성엔 성공 하지만 한국영화로 맞지 않은 장르,2.0,3
검사외전,처음보는데 다시보는 것 같은 마법,2.5,4
갱스 오브 뉴욕,다니엘 데이 루이스의 강렬한 등장으로 얼음이 되다,4.0,4
강남 1970,과연 감독은 망할 줄 알았을까? 몰랐을까?,1.0,2
감시자들,확실히 원작인 홍콩영화보다 한국영화가 더 잘 만든다.,2.5,1
간디,간디의 씽크로율에 몰입감을 더하다,3.0,1
가을의 전설,부자와 형제간 끼어든 여인으로 인한 막장은 가을로 덮이고 마는가,3.0,5
가위손,팀버튼의 최고 작품,3.0,2
7월 4일생,진정 애국이란 무엇인가? 나라만 있고 국민은 희생만 하는 것이 애국일까?,3.5,1
7급 공무원,허리우드를 너무 많이 봐서 안좋은 예,2.0,2
7번방의 선물,한국 역대 흥행영화라는 것이 한심하다,2.5,2
7광구,한국영화의 퇴보,0.5,4
50/50,우리는 모두 하루하루를 죽어가고 있는 것인데 단지 그 사실을 잊고 싶을 뿐..,3.5,2
42,실제 흑인 레전드로써 역사의 디테일을 더 살렸더라면,3.0,3
300,관객들은 관대하지 못하다,2.5,3
300: 제국의 부활,에바그린은 왜 출연한거야?,1.0,2
26년,만화가 원작인 영화의 한계를 들어내다,2.5,1
2012,과한 CG 과한 재난으로 오는 피곤함,2.0,1
1408,존쿠삭의 최고영화로 기억,2.0,1
프레디 vs. 제이슨,영화 흥행을 위해 별짖을 다하는구나,1.0,1
13일의 금요일,중1때 형따라가서 국도극장에서 본 영화..호숫가에서 튀어나오는 제이슨을 보고 놀란 기억이 지금도 새록,3.0,2
"10,000 BC",아들이 초딩때 영화 보여 주고 아들에게 욕먹은 영화,0.5,2
127 시간,제임스 프랭코의 단독 드리블로 밀고 나가는 뚝심,2.5,3
미 비포 유,존엄사를 바라보는 여러 시선들,2.5,3
히든 피겨스,여자라서? 아니면 흑인이라서? 한국의 컬링팀을 보는 것 같아 통쾌하다,3.0,5
아수라,정말 아수라가 되어버린 라스트 신에서 감독이 관객에게 무리수를 던지다,2.5,2
배트맨 대 슈퍼맨: 저스티스의 시작,이게 말이 되는거야? 싸움이 된다고 봐?,3.0,2
벤허,꼭 속편을 만들어 봐야 전작이 위대한 줄 알게되는 걸까?,2.0,2
패신저스,도덕이나 윤리 앞에 결국 선택은 현실,3.5,4
덕혜옹주,역사와 다르게 연출했지만 덕해옹주에 대한 희망고문이 된 영화,2.5,1
매그니피센트 7,역시 오리지널을 넘지 못하는 진중함이 앖는 속편,2.5,1
녹터널 애니멀스,과연 에드워드는 소심한 복수를 한걸까? 아니면 짜릿한 복수를 한 걸까?,3.5,6
싱글라이더,치열한 경쟁구도 속에서 앞만 보고 달린 어느 가장의 서글픈 비애,3.5,3
제이슨 본,진짜 제이슨본이 나타났다.,3.5,2
13시간,미국인은 죽지않고 절대 지는 법도 없다?,3.0,1
파도가 지나간 자리,"마이클 패스벤더, 알리시아 비칸데르, 레이첼 와이즈의 호연과 함께 멋진 파도와 등대가 모든 것을 말 해 준다.",3.5,2
레전드 오브 타잔,마고로비가 아깝다,0.5,1
잭 리처: 네버 고 백,한마디로 전작만 한참 못하다,2.5,1
로스트 인 더스트,형제는 가난했지만 우애는 부자였다,3.5,2
프리즌,설정부터가 영화와 현실간의 괴리로 흥행에 실패 원인은 아닌지,2.0,2
판도라,고인이 되신 김영애 배우의 연기가 아깝다,2.0,1
마스터,필리핀이라는 나라는 도대체 범죄인들의 드림랜드인가?,2.5,1
더 퍼지: 심판의 날,계속해서 시리즈가 나오는 게 신기하다,2.0,5
재심,힘 없는 약자들이 흘리는 피눈물,3.0,2
딥워터 호라이즌,마크 월버그는 재난영화 전문배우로 굳혀지나 보다,2.5,1
어카운턴트,벤 애플렉이 빨리 저무는 것 같아 안타깝다.,2.5,4
패트리어트 데이,테러를 대하는 미국인들의 대응에 박수를,2.5,3
1987,모두가 뜨거웠던 1987년의 가슴 아픈 이야기,4.0,3
강철비,더 잘만들 수 있었을텐데 하는 아쉬움은 나 뿐인가?,2.0,3
침묵,감독의 연출의도는 알겠으나 어차피 리메이크의 한계에 부딪치다,1.5,1
블레이드 러너 2049,전작을 더욱 빛나게 만든 몇 안되는 후속작,4.0,2
마더!,억지춘향으로 성경에다 꿰어 만든 졸작,2.0,1
남한산성,최명길과 김상헌 ..두 신하들 모두 충신이라는게 함정,3.5,5
킹스맨: 골든 서클,작정하고 속편을 만들었으나 가벼움은 떨쳐낼 수 없다.,2.5,3
혹성탈출: 종의 전쟁,이 것으로 종의 전쟁을 종친것이길 바래,3.5,1
택시운전사,택시들과 추격신은 없느니 못했다,2.5,2
덩케르크,크리스토퍼 놀란이기에 가능했던 덩케르크,4.0,1
스파이더맨: 홈커밍,스파이더맨이 점점 슈퍼맨이 되어 가는 괴리,2.0,1
옥자,의도한 연출과 시나리오는 성공하기 힘들다,3.0,5
악녀,오프닝 롱테이크 액션은 가히 놀랍다.,1.5,1
노무현입니다,최고의 포스터상을 주고 싶다,2.5,1
에이리언: 커버넌트,안만드니 못한..보지 않으니 못한,2.0,2
캐리비안의 해적: 죽은 자는 말이 없다,이젠 어떤 시리즈를 봐도 똑같다,2.0,1
겟 아웃,언제까지 흑인과 사슴은 사냥감이어야 하나?,3.0,3
범죄도시,한국을 대표할 만한 오랙 액션물 탄생,3.5,2
애나벨: 인형의 주인,저렇게 기분 나쁘게 만든 인형을 누가 사 가는 걸까?,2.0,2
